0.0041076,-0.018939,0.01279
0.095642,-0.11284,0.1264
0.24613,-0.14104,0.26053
0.39299,-0.18723,0.37839
0.54165,-0.2669,0.47791
0.69141,-0.35757,0.59024
0.83557,-0.47603,0.70141
0.9812,-0.58349,0.81375
1.1346,-0.68324,0.91235
1.2956,-0.75938,1.0036
1.4566,-0.82598,1.0835
1.629,-0.89186,1.1508
1.8105,-0.95857,1.2313
1.9964,-1.0376,1.3177
2.1781,-1.1151,1.3834
2.3458,-1.1888,1.4284
2.5265,-1.2577,1.4704
2.7072,-1.3279,1.5136
2.8765,-1.395,1.5588
3.0421,-1.4635,1.6035
3.1957,-1.5328,1.6474
3.343,-1.6029,1.6878
3.492,-1.6758,1.7208
3.6447,-1.7542,1.7521
3.7898,-1.8418,1.7718
3.9331,-1.95,1.795
4.067,-2.0709,1.8227
4.2051,-2.1866,1.8431
4.3438,-2.3015,1.856
4.4789,-2.4211,1.8787
4.6068,-2.5466,1.8979
4.7308,-2.6768,1.9156
4.8471,-2.8029,1.9388
4.9632,-2.9232,1.9668
5.0776,-3.0467,1.9931
5.1989,-3.1676,2.0173
5.3222,-3.2832,2.0379
5.4396,-3.4015,2.0591
5.5581,-3.5193,2.0775
5.6768,-3.6371,2.1007
5.7879,-3.7604,2.1242
5.909,-3.8774,2.1467
6.0395,-3.9873,2.1696
6.1697,-4.0964,2.1893
6.2796,-4.2094,2.2032
6.375,-4.324,2.2142
6.471,-4.4489,2.2175
6.5758,-4.5759,2.212
6.6848,-4.6999,2.2186
6.7879,-4.8289,2.2316
6.8915,-4.958,2.2331
6.9918,-5.102,2.2237
7.0923,-5.2481,2.2144
7.1938,-5.3939,2.2094
7.2884,-5.5427,2.2093
7.3873,-5.6914,2.2019
7.4808,-5.8308,2.2039
7.5912,-5.9501,2.2136
7.6996,-6.0857,2.2187
7.788,-6.2376,2.2058
7.881,-6.3829,2.1903
8.0032,-6.4759,2.1855
8.1447,-6.5246,2.1984
8.2951,-6.5242,2.2629
8.3934,-6.5195,2.3514
8.4869,-6.3591,2.4896
8.7246,-6.1778,2.6426
8.9706,-6.1887,2.6941
9.1458,-6.3396,2.7195
9.2081,-6.5996,2.7046
9.2778,-6.8763,2.6564
9.353,-7.1191,2.6319
9.4393,-7.2985,2.6153
9.5223,-7.4813,2.5946
9.5778,-7.7183,2.5644
9.5849,-7.9986,2.5275
9.5251,-8.2864,2.5089
9.3961,-8.5742,2.5281
9.1851,-8.8915,2.5632
9.0222,-9.1951,2.6045
8.9469,-9.4653,2.6528
8.9011,-9.7286,2.6942
8.8843,-9.9803,2.7576
8.8526,-10.251,2.8287
8.8312,-10.567,2.8598
8.8254,-10.916,2.8743
8.7785,-11.281,2.8986
8.6791,-11.674,2.9279
8.5274,-12.1,2.9223
8.3644,-12.589,2.8046
8.2156,-13.146,2.5473
8.1793,-13.744,2.26
8.2668,-14.273,2.187
8.3964,-14.531,2.1839
8.6206,-14.57,2.182
8.8872,-14.592,2.2237
9.154,-14.679,2.2583
9.412,-14.848,2.238
9.6734,-15.062,2.145
9.9495,-15.267,1.9877
10.251,-15.439,1.7933
10.564,-15.612,1.6002
10.858,-15.823,1.4054
11.113,-16.089,1.1654
